ano,estado,municipio,diasemchuva,precipitacao,riscofogo,frp,fococalor,indrisco,indriscocat,IPS Amazônia,Media IPS,Ranking IPS,Necessidades Humanas Básicas,Fundamentos para o Bem-Estar,Oportunidades,Nutrição e cuidados médicos básicos,Água e saneamento,Moradia,Segurança pessoal,Acesso ao conhecimento básico,Acesso à informação e comunicação,Saúde e bem-estar,Qualidade do meio ambiente,Direitos individuais,Liberdade individual e de escolha,Tolerância e inclusão,Acesso à educação superior,Mortalidade infantil até 5 anos,Mortalidade materna,Mortalidade por desnutrição,Mortalidade por doenças infecciosas,Subnutrição,Abastecimento de água,Esgotamento sanitário,Índice de atendimento de agua,Coleta de lixo,Moradias com iluminação adequada,Moradias com parede adequada,Moradias com piso adequado,Assassinatos de jovens,Assassinatos de jovens Taxa,Homicídios,Homicídios Taxa,Mortes por acidente no trânsito,Abandono escolar ensino fundamental,Distorção idade-série ensino fundamental,Distorção idade-série ensino médio,Qualidade da educação Ideb ensino fundamental,Reprovação escolar ensino fundamental,Densidade internet banda-larga,Densidade telefonia fixa,Densidade telefonia movel,Densidade TV por assinatura,Mortalidade por diabetes mellitus,Mortalidade por câncer,Mortalidade por doenças circulatórias,Mortalidade por doenças respiratórias,Mortalidade por suicídios,Áreas Protegidas,Desmatamento acumulado,Desmatamento recente,Emissões CO2,Focos de calor por habitantes,Diversidade Partidária,Transporte Público,"Acesso à cultura, esporte e lazer",Gravidez na infância e adolescência,Trabalho Infantil,Vulnerabilidade familiar,Violência contra indígenas,Violência contra indígenas Taxa,Violência contra mulheres,Violência infantil,Violência infantil Taxa,Empregos ensino superior,Mulheres com empregos ensino superior
2014,MARANHAO,LUIS DOMINGUES,0.2,0.06,0.19,0.0,272,53.12,Q2,50.04,54.45,693,72.02,50.87,27.24,84.32,50.0,71.53,82.23,52.8,10.81,83.4,56.48,14.71,49.71,40.78,3.77,8.62,9.17,15.22,30.44,5.88,63.81,49.63,28.65,46.34,89.33,73.35,71.13,16.28,4.0,0.0,1.0,4.82,4.1,29.2,49.5,3.25,8.6,6.33,7.49,45.72,2.41,28.91,28.91,144.57,14.46,15.22,0.0,65.07,0.44,26.49,3.14,44.44,0.74,2.0,35.65,1044.89,16.52,0.0,1.0,300.0,247.65,4.0,5.19,3.71
2014,MARANHAO,MARACACUME,0.8,0.12,0.23,0.0,220,52.5,Q2,52.62,54.45,511,67.41,47.73,42.72,91.46,40.98,77.08,60.1,39.88,12.4,85.68,52.95,25.55,54.18,90.39,0.77,13.55,2.75,0.0,23.58,4.89,37.21,26.7,100.0,61.91,84.98,86.95,72.45,34.32,5.0,7.97,3.0,16.03,2.9,32.5,58.6,2.6,20.4,6.58,7.92,56.51,2.99,28.3,42.45,99.05,28.3,0.0,0.0,85.06,0.09,5.66,1.09,72.73,2.34,1.0,30.62,398.6,33.33,0.0,1.0,9.72,29.0,2.0,1.36,0.58
2014,MARANHAO,MARAJA DO SENA,2.6,0.08,0.25,0.0,1457,385.87,Q4,47.41,54.45,760,51.3,48.12,42.79,81.22,7.82,32.91,83.26,49.07,2.19,91.89,49.34,20.77,42.43,100.0,7.98,61.95,0.0,12.87,25.61,10.7,7.93,5.85,13.84,14.28,71.03,22.98,19.81,0.0,1.0,8.54,3.0,12.84,6.1,35.7,51.3,3.2,12.1,0.54,0.92,12.97,1.0,17.16,12.86,51.22,25.75,0.0,0.0,85.32,0.59,93.22,25.77,66.67,0.13,2.0,37.17,1291.79,47.79,0.0,1.0,0.0,0.0,1.0,11.71,7.41
2014,MARANHAO,MARANHAOZINHO,1.5,0.26,0.29,0.0,430,130.6,Q3,54.67,54.45,354,72.2,53.21,38.6,93.65,52.57,67.01,75.57,56.2,10.39,89.12,57.12,14.25,55.95,80.92,3.27,9.85,0.0,0.0,18.73,5.61,45.73,43.64,14.48,57.45,88.62,58.01,61.56,28.76,5.0,0.0,1.0,10.84,2.5,28.6,54.1,3.9,7.2,2.53,3.63,68.27,1.55,31.22,24.98,106.16,6.24,0.0,24.09,97.56,0.05,8.76,4.2,44.44,0.39,2.0,28.08,554.66,37.44,0.0,1.0,94.09,24.94,2.0,4.88,2.99
2014,MARANHAO,MATINHA,0.6,0.07,0.16,0.0,133,22.43,Q1,51.6,54.45,593,52.37,52.64,49.8,89.4,26.7,49.3,44.07,58.79,8.01,87.63,56.13,26.03,59.88,100.0,13.31,19.95,2.5,8.97,11.87,8.04,27.6,26.61,9.78,24.76,73.14,61.43,35.24,36.13,5.0,30.22,5.0,24.62,3.8,24.0,36.2,3.8,8.5,2.79,4.11,44.88,1.93,17.2,34.4,146.2,4.3,4.49,0.0,69.61,0.13,7.01,0.84,81.82,0.57,2.0,20.7,189.34,66.58,0.0,1.0,0.0,0.0,1.0,17.07,13.8
2014,MARANHAO,MATOES DO NORTE,1.1,0.14,0.19,0.0,534,105.74,Q3,51.77,54.45,581,62.57,49.38,43.36,92.41,19.7,47.59,90.6,51.29,3.23,88.18,54.83,18.08,50.52,98.45,6.37,9.43,0.0,6.43,12.16,7.86,47.3,19.98,25.94,32.84,81.54,35.64,37.15,0.0,1.0,4.05,2.0,12.62,3.4,37.4,53.5,3.7,8.7,1.51,1.69,16.18,1.01,13.47,24.31,97.26,24.31,6.89,0.0,73.19,0.65,13.97,4.5,55.56,0.7,2.0,30.71,644.94,59.84,0.0,1.0,13.83,0.0,1.0,8.95,6.16
2014,MARANHAO,MIRADOR,4.9,0.02,0.31,0.0,8154,2638.74,Q4,53.93,54.45,412,53.81,60.53,47.46,88.77,22.44,45.78,58.23,60.29,6.96,88.27,86.59,31.28,54.0,100.0,4.55,10.93,2.68,0.0,9.52,17.54,54.28,45.12,15.84,21.2,78.84,48.01,31.48,22.15,5.0,8.04,3.0,27.27,3.0,26.3,31.0,2.95,5.9,2.27,4.14,39.17,1.03,9.52,33.33,100.0,14.29,9.52,67.04,0.0,0.0,21.78,43.45,100.0,0.29,1.0,27.6,499.86,42.35,0.0,1.0,0.0,0.0,1.0,5.93,4.66
2014,MARANHAO,MIRANDA DO NORTE,0.6,0.07,0.18,0.0,135,25.55,Q1,55.22,54.45,312,63.46,55.74,46.46,91.41,36.47,76.14,49.83,66.57,9.89,84.84,61.68,17.73,59.94,100.0,8.16,21.41,3.23,0.0,14.29,5.74,75.34,30.44,19.69,74.08,95.53,75.04,61.57,37.52,5.0,12.12,4.0,33.87,1.8,24.8,42.5,4.05,5.2,4.69,6.88,44.92,2.98,25.0,46.43,121.42,21.43,3.57,25.64,76.11,0.81,31.13,0.79,54.55,0.67,2.0,22.32,560.73,34.25,0.0,1.0,0.0,0.0,1.0,11.49,7.86
2014,MARANHAO,MIRINZAL,0.0,0.13,0.19,0.0,163,32.23,Q1,50.11,54.45,689,59.7,53.82,36.82,90.46,36.73,58.02,53.58,62.71,12.49,86.06,54.0,24.84,56.74,64.28,1.42,15.23,4.98,0.0,16.88,6.93,59.5,35.11,20.14,18.62,89.66,67.52,48.93,24.75,5.0,11.18,4.0,11.33,3.5,19.0,36.0,3.55,7.6,5.92,8.39,58.18,3.34,13.41,46.94,147.52,20.12,0.0,13.25,98.22,0.01,8.38,2.07,77.78,0.62,3.0,32.49,194.72,49.75,0.0,1.0,166.48,47.03,3.0,1.99,1.37
2014,MARANHAO,MONCAO,1.4,0.1,0.19,0.0,647,126.97,Q3,48.9,54.45,729,55.83,47.44,43.44,91.13,43.53,33.53,55.13,47.63,4.82,81.56,55.73,25.85,55.04,89.38,3.49,22.05,1.9,0.0,6.02,10.81,62.72,17.91,17.66,5.35,63.83,31.04,27.62,21.25,5.0,16.25,4.0,2.01,4.0,32.2,58.7,3.15,11.1,1.8,2.09,27.47,1.17,33.13,45.18,144.57,36.14,3.01,0.52,71.29,0.48,8.53,1.77,81.82,0.43,1.0,30.39,117.6,46.3,0.0,1.0,18.73,9.16,2.0,4.67,3.51
2014,MARANHAO,MONTES ALTOS,2.9,0.03,0.25,0.0,636,165.46,Q3,52.26,54.45,541,60.62,51.89,44.28,92.01,33.28,67.28,49.9,45.54,9.68,85.13,67.21,24.17,51.58,100.0,1.35,13.07,0.0,0.0,21.72,7.44,66.35,50.54,54.43,54.5,87.92,75.78,51.15,66.17,6.0,7.24,3.0,43.31,4.1,40.9,44.3,3.7,12.3,3.07,6.03,51.28,3.29,32.58,10.86,76.01,21.72,21.72,0.0,11.86,1.0,31.01,3.59,77.78,0.11,1.0,23.53,398.05,86.27,0.0,1.0,0.0,0.0,1.0,1.87,1.32
2014,MARANHAO,MORROS,1.5,0.29,0.18,0.0,369,71.39,Q2,53.46,54.45,448,60.14,51.72,48.52,87.24,18.93,44.07,90.31,41.67,8.9,88.19,68.13,25.84,61.79,90.26,16.21,14.58,2.98,5.55,36.28,6.69,25.67,29.12,21.19,13.62,61.98,45.01,47.69,0.0,1.0,1.82,2.0,14.31,3.3,37.9,60.5,3.3,15.7,3.61,5.59,44.88,2.38,20.73,36.28,108.85,15.55,0.0,0.0,1.21,7.6,2.95,0.38,81.82,0.43,2.0,24.78,186.48,33.24,0.0,1.0,10.92,15.83,2.0,23.26,15.36
2014,MARANHAO,NOVA COLINAS,5.4,0.04,0.26,0.0,357,95.97,Q2,51.39,54.45,611,63.54,49.22,41.4,88.69,23.25,58.95,83.25,53.11,6.02,67.74,70.03,20.22,49.81,73.8,21.78,12.82,0.0,0.0,40.31,8.35,49.21,13.87,55.63,41.42,80.42,60.25,50.79,0.0,1.0,6.24,3.0,12.86,4.5,35.2,38.8,3.6,13.2,1.4,3.62,35.32,1.34,37.45,74.91,149.81,99.32,18.73,0.0,0.0,0.0,23.95,4.3,55.56,2.32,2.0,30.77,460.09,76.92,0.0,1.0,81.7,61.92,3.0,32.22,20.07
2014,MARANHAO,NOVA IORQUE,2.6,0.03,0.28,0.0,782,225.02,Q3,54.06,54.45,402,68.55,53.51,40.11,92.41,34.5,47.29,100.0,53.97,7.13,83.06,69.89,14.59,50.53,95.13,0.19,40.0,0.0,0.0,0.0,6.87,59.45,50.71,46.68,56.38,78.45,32.07,26.25,0.0,1.0,0.0,1.0,0.0,2.5,33.3,39.4,3.7,11.0,2.28,8.74,28.42,1.31,43.54,21.35,128.12,42.71,0.0,0.0,0.0,0.0,5.23,10.0,44.44,0.65,0.0,20.63,1302.02,33.33,0.0,1.0,43.35,0.0,1.0,0.22,0.22
2014,MARANHAO,NOVA OLINDA DO MARANHAO,0.8,0.1,0.2,0.0,874,180.14,Q3,53.94,54.45,411,62.55,56.83,42.43,85.45,20.75,72.08,71.93,59.17,7.25,83.63,77.27,18.36,61.53,87.06,2.76,10.2,11.83,10.17,19.25,6.73,31.11,20.75,31.85,57.41,90.95,68.49,68.12,16.98,4.0,3.21,2.0,22.83,3.0,27.5,41.6,3.9,6.8,2.82,3.9,39.57,1.36,28.88,52.95,110.72,19.25,7.39,59.54,48.33,1.52,14.57,2.55,54.55,1.14,3.0,29.93,168.89,27.55,0.0,1.0,39.43,16.6,2.0,4.71,2.18
2014,MARANHAO,OLHO D'AGUA DAS CUNHAS,0.8,0.17,0.11,0.0,162,19.62,Q1,55.37,54.45,296,65.07,52.51,48.53,96.04,33.32,64.59,66.33,64.25,8.68,87.22,49.9,27.43,60.64,100.0,6.07,7.46,0.0,0.0,5.14,5.79,60.54,43.96,6.54,50.95,95.1,70.8,42.26,24.73,5.0,3.43,2.0,22.45,1.0,15.1,31.8,3.2,15.2,7.79,11.93,10.19,2.49,10.28,30.85,164.54,10.28,5.31,0.0,100.0,0.0,9.04,0.26,81.82,1.63,2.0,22.76,567.33,26.49,0.0,1.0,0.0,0.0,1.0,8.73,5.73
2014,MARANHAO,OLINDA NOVA DO MARANHAO,0.5,0.01,0.11,0.0,77,9.07,Q1,51.34,54.45,613,58.6,49.12,46.29,89.59,34.59,50.21,60.03,53.16,6.3,85.28,51.72,25.15,51.92,95.09,13.0,9.57,4.83,6.87,20.6,5.85,52.85,15.93,48.65,25.52,58.07,62.85,49.66,23.9,5.0,9.16,3.0,16.49,2.4,25.3,53.7,3.25,10.1,2.18,3.67,35.56,0.63,34.33,20.6,144.2,13.73,7.33,0.0,91.09,0.0,6.19,1.08,77.78,0.85,2.0,22.97,662.09,84.69,0.0,1.0,43.72,0.0,1.0,17.08,13.25
2014,MARANHAO,PACO DO LUMIAR,0.0,0.01,0.28,0.0,18,5.18,Q1,57.6,54.45,146,68.53,56.39,47.87,91.59,63.71,76.79,42.03,69.34,14.66,84.6,56.95,29.79,63.23,91.29,7.19,21.4,0.59,1.66,15.75,6.77,55.38,63.39,43.05,56.67,90.14,85.45,71.6,104.43,6.0,36.47,5.0,2.89,2.0,17.9,30.9,4.05,7.5,1.74,5.94,81.75,15.32,31.5,53.06,92.85,25.7,1.19,0.0,59.4,4.89,1.99,0.03,86.67,2.28,2.0,19.86,453.88,28.18,0.0,1.0,1.7,3.53,2.0,10.28,6.84
2014,MARANHAO,PALMEIRANDIA,0.6,0.05,0.12,0.0,204,26.94,Q1,52.09,54.45,559,57.85,52.48,45.93,90.63,38.96,47.48,54.31,58.78,5.32,92.59,53.25,26.17,55.62,100.0,1.94,17.36,3.82,5.29,10.17,6.98,54.83,32.39,18.41,9.99,87.78,50.58,34.65,24.04,5.0,10.35,4.0,6.96,3.9,21.9,38.5,3.1,8.1,1.79,3.18,28.03,1.84,10.17,20.34,81.38,10.17,0.0,0.0,83.2,0.02,13.11,0.89,81.82,0.68,2.0,27.43,648.9,36.81,0.0,1.0,0.0,0.0,1.0,2.81,1.82
2014,MARANHAO,PARAIBANO,2.0,0.03,0.2,0.0,590,125.7,Q3,54.38,54.45,375,62.38,53.52,47.22,92.03,34.8,73.87,48.83,48.58,10.85,84.03,70.64,29.29,56.88,100.0,2.72,17.14,3.23,4.7,9.39,4.93,83.12,45.08,52.7,73.88,94.96,84.65,47.24,39.25,5.0,14.16,4.0,39.86,7.0,29.0,41.4,3.5,11.3,2.62,10.95,52.49,2.03,23.49,51.67,136.21,14.09,7.14,0.0,0.0,0.0,6.15,0.34,90.91,0.91,2.0,28.86,395.19,37.14,0.0,1.0,0.0,0.0,1.0,3.85,2.6
2014,MARANHAO,PASTOS BONS,4.0,0.07,0.34,0.0,1537,537.47,Q4,56.8,54.45,184,64.11,60.08,46.2,94.09,41.81,72.9,47.63,76.41,9.84,84.06,70.01,23.66,58.02,98.8,4.33,9.12,0.0,0.0,10.58,7.89,78.26,58.64,100.0,59.28,92.76,83.5,56.36,38.25,5.0,17.39,4.0,47.08,1.6,10.9,21.4,3.85,4.2,3.85,7.82,48.3,1.09,20.66,51.66,165.31,10.33,5.17,0.0,0.0,0.0,14.47,6.48,72.73,0.9,3.0,25.84,750.26,35.26,0.0,1.0,10.71,0.0,1.0,5.62,4.46
2014,MARANHAO,PAULO RAMOS,1.7,0.02,0.18,0.0,719,139.59,Q3,47.86,54.45,754,55.41,46.94,41.24,91.67,17.99,57.86,54.15,49.7,7.37,80.96,49.74,17.82,51.21,89.31,6.6,14.35,2.54,4.89,22.43,2.3,25.19,11.55,14.41,46.62,90.29,52.92,40.97,38.8,5.0,17.53,4.0,7.93,6.0,36.1,45.1,3.1,8.0,2.57,4.68,37.77,2.57,9.52,57.1,190.34,28.55,9.52,0.0,98.42,0.02,15.49,4.92,54.55,0.73,2.0,33.73,332.09,60.77,0.0,1.0,19.34,30.67,2.0,9.35,6.33
2014,MARANHAO,PEDREIRAS,1.9,0.09,0.24,0.0,91,22.31,Q1,54.08,54.45,399,67.05,51.98,43.21,90.12,59.46,66.12,52.5,63.84,19.95,73.58,50.54,22.12,60.38,74.3,16.03,17.32,0.0,5.08,28.01,5.67,78.87,34.16,83.48,49.53,97.49,57.31,56.64,37.66,5.0,14.42,4.0,17.81,2.5,20.4,28.7,3.55,10.6,6.36,19.05,87.75,7.4,38.2,66.21,259.76,35.65,7.64,0.0,97.34,0.03,3.61,0.05,61.54,2.36,2.0,25.83,151.34,41.13,0.0,1.0,77.23,86.61,3.0,21.95,15.81
2014,MARANHAO,PEDRO DO ROSARIO,1.3,0.18,0.19,0.0,1142,230.72,Q3,51.05,54.45,633,55.71,49.38,48.06,90.75,8.16,43.22,80.72,54.58,2.81,89.76,50.39,25.66,62.39,100.0,4.2,31.36,3.06,4.01,8.02,4.9,4.25,5.9,10.99,16.25,81.6,34.7,34.23,9.88,3.0,1.34,2.0,4.01,3.3,28.5,51.6,3.1,8.4,0.56,0.91,18.57,0.76,12.03,32.09,92.26,20.06,0.0,0.0,94.71,0.05,23.13,4.65,81.82,0.29,3.0,28.57,88.57,32.75,0.0,1.0,0.0,0.0,1.0,5.62,4.22
2014,MARANHAO,PENALVA,0.8,0.06,0.16,0.0,544,91.24,Q2,45.23,54.45,770,49.28,48.28,38.13,92.44,25.25,39.12,40.29,46.21,6.08,83.99,56.84,14.47,54.98,80.98,2.07,23.04,1.54,0.0,5.24,8.1,36.54,29.26,12.89,21.53,62.12,42.9,27.76,95.38,6.0,32.87,5.0,13.3,6.7,32.5,58.5,3.2,9.7,2.88,4.91,27.09,1.06,34.03,34.03,159.67,13.09,5.24,0.0,65.44,0.41,8.46,1.51,46.15,0.16,2.0,30.41,564.2,33.03,0.0,1.0,93.53,16.66,2.0,2.85,2.03
2014,MARANHAO,PERI MIRIM,0.8,0.02,0.13,0.0,66,9.26,Q1,50.81,54.45,646,52.69,52.32,47.43,91.63,25.11,47.42,46.6,61.22,6.19,83.74,58.13,22.01,62.66,100.0,5.05,14.81,0.0,7.11,13.99,7.09,32.93,9.35,12.46,18.55,69.41,52.56,43.23,25.11,5.0,21.19,5.0,9.4,2.4,26.5,36.5,3.1,8.5,2.89,4.46,28.54,1.47,13.99,34.99,132.95,41.98,7.0,0.0,59.92,0.07,9.64,0.64,66.67,1.07,2.0,22.96,170.74,36.3,0.0,1.0,0.0,0.0,1.0,7.01,4.93
2014,MARANHAO,PERITORO,1.6,0.13,0.21,0.0,408,90.68,Q2,48.11,54.45,750,48.48,48.13,47.71,89.48,34.83,38.08,31.55,52.82,6.4,80.16,53.15,29.7,60.83,100.0,0.33,18.06,2.26,8.69,13.03,8.35,45.1,22.57,37.53,22.19,83.61,32.91,13.07,22.12,5.0,51.25,6.0,55.92,5.6,28.3,42.0,3.0,6.6,2.85,5.54,28.51,0.96,39.09,34.74,147.67,39.09,8.69,0.0,82.76,0.18,11.55,3.03,81.82,3.35,2.0,26.41,259.15,27.99,0.0,1.0,0.0,0.0,1.0,0.54,0.27
2014,MARANHAO,PINDARE-MIRIM,0.6,0.06,0.1,0.0,165,18.25,Q1,53.66,54.45,435,61.67,50.63,48.68,89.43,44.89,58.76,53.58,59.38,10.29,77.87,55.0,25.21,60.54,90.81,18.18,16.53,1.66,12.19,15.24,6.92,90.78,12.17,39.06,41.89,84.53,53.18,51.79,33.1,5.0,14.49,4.0,11.33,2.3,20.6,50.9,3.5,4.4,6.96,9.69,30.87,3.95,42.66,73.14,185.89,21.33,3.05,0.37,76.45,0.0,2.28,0.19,76.92,1.09,3.0,27.93,0.0,55.37,0.0,1.0,6.05,10.13,2.0,23.97,18.48
2014,MARANHAO,PINHEIRO,1.3,0.09,0.18,0.0,460,88.7,Q2,53.67,54.45,434,59.34,55.34,46.32,92.2,49.38,66.23,29.57,67.64,15.94,79.59,58.21,20.28,71.07,91.21,2.71,18.03,0.69,4.82,13.25,5.51,31.36,11.37,27.17,44.05,90.03,68.07,58.65,54.38,6.0,43.04,6.0,33.82,2.8,16.8,35.0,4.05,6.6,4.55,11.6,82.38,5.26,51.81,54.22,147.01,28.92,1.2,0.0,59.56,0.22,6.68,0.61,60.0,1.32,5.0,23.3,24.26,27.81,0.0,1.0,2.41,4.34,2.0,4.19,2.4
2014,MARANHAO,PIO XII,0.8,0.25,0.16,0.0,335,58.05,Q2,50.01,54.45,695,57.1,47.52,45.4,92.25,39.66,57.32,39.18,51.28,11.03,75.4,52.36,26.08,50.14,100.0,5.38,17.86,0.0,4.62,13.89,6.05,61.91,64.85,57.51,33.02,88.79,49.16,52.27,42.55,6.0,20.05,5.0,20.01,4.8,36.5,39.6,3.3,7.7,6.0,9.09,45.82,1.8,55.57,50.94,157.45,46.31,9.26,0.0,87.11,0.0,12.56,2.14,81.82,0.61,2.0,32.74,339.45,73.02,0.0,1.0,0.0,0.0,1.0,7.55,5.2
2014,MARANHAO,PIRAPEMAS,1.1,0.2,0.17,0.0,329,59.99,Q2,50.85,54.45,644,58.49,53.35,40.7,90.26,32.79,49.05,61.87,62.9,7.51,81.97,61.01,23.27,54.76,75.58,9.2,26.02,0.0,5.64,16.19,6.99,50.57,46.64,46.52,25.51,83.61,46.65,36.35,32.64,5.0,9.24,3.0,5.4,4.1,20.8,31.9,3.0,6.5,4.24,6.32,29.56,1.71,26.99,32.39,226.7,16.19,5.4,0.0,44.44,0.57,8.82,3.07,72.73,0.61,2.0,30.48,281.76,52.79,0.0,1.0,65.85,99.52,3.0,12.85,8.92
2014,MARANHAO,POCAO DE PEDRAS,1.4,0.08,0.2,0.0,489,100.69,Q2,52.25,54.45,542,63.64,49.06,44.07,93.21,35.54,52.62,73.2,61.74,8.99,75.88,49.6,24.14,57.26,84.46,10.41,11.15,3.87,0.0,11.02,5.02,45.05,19.68,34.97,32.46,92.85,38.26,42.12,6.6,3.0,7.05,3.0,5.31,2.8,30.0,35.7,4.05,7.6,3.87,6.11,44.14,1.83,60.58,66.09,214.79,11.02,5.51,0.0,99.89,0.0,17.26,2.52,72.73,1.26,2.0,23.79,757.61,34.57,0.0,1.0,62.57,38.83,2.0,14.13,10.33
2014,MARANHAO,PORTO FRANCO,2.4,0.02,0.27,0.0,291,82.21,Q2,55.67,54.45,266,61.21,58.68,47.13,92.38,37.23,80.11,35.11,75.97,17.71,79.35,61.71,27.12,55.88,90.49,15.04,18.56,2.32,4.22,8.45,5.29,82.32,74.67,71.78,76.54,92.41,85.66,67.47,65.55,6.0,27.11,5.0,44.46,1.4,19.0,32.8,4.75,4.5,10.96,11.83,69.93,6.5,33.79,46.46,139.39,50.69,5.84,0.0,39.87,0.84,25.71,1.46,81.82,1.39,2.0,26.22,249.76,66.59,0.0,1.0,8.82,16.05,2.0,20.26,15.03
2014,MARANHAO,PORTO RICO DO MARANHAO,0.0,0.14,0.23,0.0,44,10.64,Q1,57.42,54.45,155,78.88,50.98,42.4,86.83,68.88,59.82,100.0,62.99,6.18,74.53,60.21,24.92,57.81,71.26,15.61,27.4,0.0,0.0,50.04,4.79,72.34,36.74,39.97,35.0,95.05,55.96,48.51,0.0,1.0,0.0,1.0,0.0,1.5,17.4,42.8,3.85,9.3,1.47,5.56,30.33,2.12,50.04,66.72,166.81,61.2,0.0,0.35,50.35,0.0,6.98,1.51,77.78,0.68,2.0,26.03,117.45,61.64,0.0,1.0,104.31,62.15,3.0,21.66,15.23
2014,MARANHAO,PRESIDENTE DUTRA,1.2,0.01,0.11,0.0,339,42.09,Q2,51.13,54.45,623,54.52,52.54,46.32,93.85,53.37,70.87,0.0,60.51,16.31,81.87,51.47,22.9,63.72,91.01,7.64,13.94,2.32,0.0,6.31,6.15,87.93,25.64,61.07,62.48,92.08,79.41,51.35,71.82,6.0,84.05,6.0,211.45,3.0,18.9,32.7,3.3,10.1,8.93,13.98,63.27,4.57,46.25,48.35,142.96,16.82,3.27,0.0,91.19,0.89,8.07,0.17,69.23,1.14,3.0,26.02,159.26,30.2,0.0,1.0,4.19,15.68,2.0,10.44,7.55
2014,MARANHAO,PRESIDENTE JUSCELINO,0.9,0.16,0.19,0.0,246,49.96,Q2,52.22,54.45,545,55.3,54.52,46.85,87.31,26.97,37.3,69.61,58.72,7.13,87.37,64.88,24.57,55.59,100.0,7.23,37.84,5.41,0.0,15.84,7.76,27.67,13.69,17.18,17.35,61.9,33.58,31.93,36.36,5.0,2.64,2.0,2.8,1.1,24.6,49.1,3.55,10.7,2.1,3.15,42.38,1.98,23.75,39.59,134.61,7.92,0.0,0.0,18.2,5.55,1.88,5.21,77.78,0.41,2.0,31.89,322.36,37.3,0.0,1.0,0.0,0.0,1.0,9.55,7.34
2014,MARANHAO,PRESIDENTE MEDICI,1.5,0.21,0.31,0.0,381,121.21,Q3,54.56,54.45,364,69.48,47.46,46.74,91.6,21.29,67.44,97.61,49.97,8.35,82.6,48.92,25.79,49.73,100.0,11.44,16.95,0.0,0.0,28.74,4.61,72.5,13.19,92.97,55.63,86.37,70.45,56.42,0.0,1.0,0.0,1.0,14.37,4.9,28.9,49.6,3.7,11.3,3.9,4.82,42.23,1.52,57.48,14.37,71.85,57.48,0.0,0.0,99.74,0.0,50.5,4.5,77.78,1.33,2.0,33.05,924.63,36.44,0.0,1.0,0.0,0.0,1.0,19.25,9.18
2014,MARANHAO,PRESIDENTE SARNEY,1.7,0.04,0.22,0.0,276,62.26,Q2,51.48,54.45,601,62.75,51.55,40.13,91.5,17.45,44.71,97.32,61.67,4.19,86.17,54.18,23.34,57.89,79.07,0.21,18.72,2.67,0.0,15.99,6.28,21.08,13.47,24.05,8.37,82.35,46.53,34.43,0.0,1.0,0.0,1.0,16.1,3.1,19.3,47.0,3.45,6.5,1.61,3.03,20.57,1.04,26.65,42.63,95.93,26.65,0.0,0.0,77.91,0.16,18.78,1.17,72.73,0.66,1.0,29.41,124.6,29.14,0.0,1.0,34.75,47.99,3.0,0.27,0.22
2014,MARANHAO,PRESIDENTE VARGAS,1.8,0.34,0.2,0.0,109,22.89,Q1,51.1,54.45,627,49.48,56.11,47.7,89.61,17.47,36.87,53.97,66.52,7.66,83.18,67.07,25.32,54.53,100.0,10.96,44.94,0.0,0.0,13.62,6.9,23.13,21.93,25.12,10.58,70.4,32.12,28.71,20.69,5.0,15.03,4.0,8.99,1.2,20.9,37.3,3.15,5.2,2.82,3.7,42.58,2.08,71.92,26.97,71.92,8.99,9.17,0.0,14.26,2.12,2.11,0.9,77.78,0.98,2.0,29.11,475.1,48.36,0.0,1.0,0.0,0.0,1.0,14.28,11.24
2014,MARANHAO,RAPOSA,0.0,0.01,0.13,0.0,7,0.97,Q1,54.14,54.45,393,59.18,55.74,47.51,91.83,49.78,53.79,41.32,58.23,16.29,82.42,66.05,19.66,62.81,100.0,7.57,19.47,1.77,3.3,13.19,5.61,86.79,53.98,11.85,61.15,78.18,69.55,15.64,139.31,6.0,39.6,5.0,7.11,2.6,20.4,36.6,3.55,10.4,2.98,9.66,92.27,8.08,36.26,32.96,85.7,42.85,9.89,0.0,20.49,1.49,1.09,0.07,54.55,2.13,4.0,30.27,191.19,30.44,0.0,1.0,0.0,0.0,1.0,9.77,7.82
2014,MARANHAO,RIACHAO,5.4,0.05,0.25,0.0,3843,1005.23,Q4,53.8,54.45,422,61.24,53.39,46.76,94.1,32.96,63.65,54.25,55.65,11.76,77.42,68.72,24.32,60.43,89.23,13.06,16.71,0.0,0.0,8.25,6.52,61.01,57.68,50.49,58.17,84.89,57.76,53.43,18.57,4.0,16.5,4.0,41.26,2.8,30.8,34.4,3.05,14.3,3.33,11.05,56.86,2.37,14.82,64.22,256.88,24.7,9.88,1.78,0.0,0.0,53.65,21.24,72.73,1.41,2.0,23.4,161.36,51.53,0.0,1.0,20.06,30.14,2.0,16.41,13.75
2014,MARANHAO,RIBAMAR FIQUENE,3.6,0.02,0.3,0.0,172,53.52,Q2,53.27,54.45,467,62.44,53.95,43.4,91.3,42.06,73.07,43.34,63.52,8.28,85.85,58.16,28.68,41.98,91.48,11.47,28.99,0.0,0.0,17.59,6.03,57.42,37.62,49.58,56.89,86.38,74.77,70.78,62.92,6.0,8.6,3.0,82.75,1.0,24.9,37.0,3.7,5.7,1.7,6.23,45.99,2.01,12.89,12.89,116.05,12.89,25.79,0.0,57.37,0.22,34.08,1.2,88.89,0.93,2.0,30.71,1271.43,82.86,0.0,1.0,0.0,20.82,2.0,15.6,11.37
