ano,estado,municipio,diasemchuva,precipitacao,riscofogo,frp,fococalor,indrisco,indriscocat,IPS Amazônia,Media IPS,Ranking IPS,Necessidades Humanas Básicas,Fundamentos para o Bem-Estar,Oportunidades,Nutrição e cuidados médicos básicos,Água e saneamento,Moradia,Segurança pessoal,Acesso ao conhecimento básico,Acesso à informação e comunicação,Saúde e bem-estar,Qualidade do meio ambiente,Direitos individuais,Liberdade individual e de escolha,Tolerância e inclusão,Acesso à educação superior,Mortalidade infantil até 5 anos,Mortalidade materna,Mortalidade por desnutrição,Mortalidade por doenças infecciosas,Subnutrição,Abastecimento de água,Esgotamento sanitário,Índice de atendimento de agua,Coleta de lixo,Moradias com iluminação adequada,Moradias com parede adequada,Moradias com piso adequado,Assassinatos de jovens,Assassinatos de jovens Taxa,Homicídios,Homicídios Taxa,Mortes por acidente no trânsito,Abandono escolar ensino fundamental,Distorção idade-série ensino fundamental,Distorção idade-série ensino médio,Qualidade da educação Ideb ensino fundamental,Reprovação escolar ensino fundamental,Densidade internet banda-larga,Densidade telefonia fixa,Densidade telefonia movel,Densidade TV por assinatura,Mortalidade por diabetes mellitus,Mortalidade por câncer,Mortalidade por doenças circulatórias,Mortalidade por doenças respiratórias,Mortalidade por suicídios,Áreas Protegidas,Desmatamento acumulado,Desmatamento recente,Emissões CO2,Focos de calor por habitantes,Diversidade Partidária,Transporte Público,"Acesso à cultura, esporte e lazer",Gravidez na infância e adolescência,Trabalho Infantil,Vulnerabilidade familiar,Violência contra indígenas,Violência contra indígenas Taxa,Violência contra mulheres,Violência infantil,Violência infantil Taxa,Empregos ensino superior,Mulheres com empregos ensino superior
2018,PARA,MAGALHAES BARATA,3.5,0.91,0.85,0.53,238,204.08,Q1,55.97,54.64,254,74.19,47.43,46.29,91.16,67.77,76.79,61.05,50.26,5.48,64.22,69.77,22.18,60.81,98.12,4.06,11.11,0.0,0.0,35.1,2.9,90.68,64.86,42.82,63.62,88.16,71.51,80.71,14.64,4.0,7.81,3.0,27.34,2.4,30.6,55.7,3.25,11.5,1.62,2.05,35.29,3.36,46.79,93.59,222.27,70.19,11.73,33.64,50.94,0.38,13.46,0.7,55.56,2.35,1.0,28.89,37.25,33.33,0.0,1.0,16.6,0.0,1.0,6.37,3.73
2018,PARA,MARABA,3.9,0.66,0.81,0.67,11484,9424.54,Q4,57.4,54.64,166,58.21,59.82,54.17,89.56,31.65,88.25,23.38,60.53,30.9,83.44,64.41,26.4,79.03,79.69,31.58,20.78,0.63,1.07,19.69,5.69,36.12,9.71,35.08,80.21,87.47,90.02,92.53,147.56,6.0,83.34,6.0,38.33,2.9,24.2,43.9,4.2,8.8,12.04,18.61,186.23,9.69,23.63,47.25,91.28,30.07,6.09,22.59,57.23,2.16,26.35,1.39,61.9,3.7,7.0,21.77,7.33,19.56,1.85,2.0,33.66,31.64,2.0,48.87,29.41
2018,PARA,MARACANA,3.1,1.11,0.82,0.82,711,590.71,Q2,53.1,54.64,497,60.69,49.95,48.66,88.42,48.96,62.46,42.95,46.75,5.98,73.22,73.85,20.9,67.74,100.0,6.0,19.34,0.0,6.8,27.14,4.45,75.76,51.55,17.45,35.42,75.63,61.91,69.7,28.65,5.0,21.51,5.0,6.8,4.9,33.6,60.1,3.95,9.6,1.6,1.52,44.33,1.76,64.47,67.86,159.47,33.93,4.28,40.45,40.59,0.82,11.52,0.44,54.55,1.73,4.0,27.9,77.9,25.69,0.0,1.0,0.0,0.0,1.0,9.24,5.61
2018,PARA,MARAPANIM,2.3,0.83,0.81,0.52,725,596.55,Q2,51.96,54.64,578,63.93,47.04,44.93,93.2,52.1,73.89,36.53,45.2,6.65,69.43,66.87,24.1,60.78,88.93,5.89,6.17,3.09,3.64,10.59,4.76,73.01,32.75,35.8,63.63,75.38,76.33,77.17,83.08,6.0,30.67,5.0,8.25,4.2,32.4,59.7,3.5,12.7,2.4,2.96,41.29,3.49,38.82,116.46,151.75,49.41,7.06,23.55,50.22,0.66,12.74,0.67,63.64,1.84,3.0,33.02,193.76,28.7,0.0,1.0,14.67,4.69,2.0,9.25,5.4
2018,PARA,MARITUBA,0.5,1.7,0.05,0.32,4,0.24,Q1,55.35,54.64,305,62.17,53.23,50.66,90.89,33.69,95.24,28.87,54.35,12.88,79.6,66.08,28.11,70.11,90.3,14.11,16.72,1.67,4.56,19.01,3.4,46.33,27.09,21.86,95.45,90.46,97.46,97.06,176.87,6.0,75.05,6.0,7.44,2.9,28.2,47.0,4.25,12.5,3.18,9.87,66.75,9.51,19.01,48.66,97.32,71.47,2.28,29.82,64.9,0.0,1.52,0.0,60.0,5.22,4.0,21.85,20.46,42.7,0.0,1.0,2.64,2.09,2.0,24.84,11.35
2018,PARA,MEDICILANDIA,4.2,0.48,0.76,1.2,13603,10445.53,Q4,50.87,54.64,647,54.62,49.5,48.5,92.55,23.73,79.03,23.19,43.01,7.61,87.02,60.36,32.94,58.59,99.73,2.76,6.48,2.16,0.0,3.16,9.21,22.48,13.54,29.1,38.57,92.59,91.17,83.36,118.44,6.0,63.76,6.0,39.41,5.2,35.2,55.0,3.9,14.3,4.48,1.41,39.49,9.19,15.82,25.32,101.28,28.48,3.16,3.66,27.51,6.22,197.96,10.16,90.91,1.67,0.0,29.59,171.96,14.9,0.0,1.0,2.38,22.15,1.0,3.78,2.86
2018,PARA,MELGACO,1.8,1.03,0.69,1.64,786,551.16,Q2,50.44,54.64,676,51.63,50.85,48.84,90.54,11.84,22.64,81.51,30.98,2.56,91.78,78.09,27.6,63.99,99.39,4.38,19.57,3.56,3.65,12.77,3.98,9.15,8.89,16.03,22.51,25.32,21.26,21.75,11.89,4.0,0.0,1.0,0.0,4.0,46.6,67.7,3.45,19.8,0.17,0.34,15.78,3.93,7.23,14.46,39.78,21.7,7.3,29.39,2.43,2.3,9.57,1.2,81.82,0.18,2.0,29.18,98.47,14.06,0.0,1.0,5.42,18.15,1.0,7.14,3.87
2018,PARA,MOCAJUBA,1.9,0.75,0.43,1.97,1312,571.92,Q2,54.02,54.64,415,60.6,48.51,52.95,89.1,38.96,77.71,36.65,43.88,6.0,85.54,58.63,34.3,64.65,100.0,12.83,32.99,2.06,3.25,8.08,4.25,45.24,36.31,32.85,56.51,73.85,91.81,82.09,75.66,6.0,23.76,5.0,7.54,3.8,36.5,56.6,3.6,15.1,2.19,0.91,39.64,4.73,16.06,32.12,102.77,22.48,9.64,0.0,56.29,0.12,9.68,3.45,100.0,0.59,2.0,26.8,34.88,28.25,0.0,1.0,0.0,0.0,1.0,18.86,12.55
2018,PARA,MOJU,2.3,0.71,0.55,0.57,21434,12088.84,Q4,48.79,54.64,734,49.5,50.14,46.72,91.41,20.92,57.96,27.72,47.15,6.46,88.22,58.72,32.33,66.95,81.6,5.99,22.78,0.81,1.22,10.96,4.36,28.22,41.11,4.78,50.06,49.86,64.27,64.12,139.21,6.0,62.26,6.0,13.92,3.2,30.7,64.4,4.3,10.5,3.65,1.62,35.22,6.36,24.36,28.02,67.0,23.14,1.22,0.96,48.42,2.25,68.46,6.64,80.0,3.63,4.0,30.11,56.99,24.0,1.64,2.0,16.76,14.1,2.0,9.18,5.62
2018,PARA,MOJUI DOS CAMPOS,7.6,0.35,0.82,0.56,13397,11052.67,Q4,54.8,54.64,356,62.65,52.92,48.82,89.31,44.17,74.64,42.47,66.56,2.33,84.27,58.53,22.72,63.55,100.0,9.02,26.2,4.44,0.0,12.43,4.66,38.6,0.87,67.3,37.8,69.14,96.47,83.65,54.82,6.0,16.65,4.0,18.7,1.1,25.7,35.8,4.6,5.3,1.73,0.74,12.48,1.54,12.43,62.17,62.17,24.87,10.43,0.0,33.85,3.63,170.72,17.39,55.56,2.69,0.0,23.58,0.0,23.14,0.0,1.0,0.0,0.0,1.0,13.04,8.95
2018,PARA,MONTE ALEGRE,3.5,0.41,0.89,0.64,11758,10602.68,Q4,56.13,54.64,244,66.02,54.26,48.1,90.11,33.78,77.03,63.15,53.89,6.97,74.39,81.81,24.01,60.37,99.73,8.3,28.0,0.9,3.45,8.62,4.6,39.66,3.99,16.35,32.28,76.83,95.67,89.68,16.77,4.0,9.77,3.0,15.53,4.5,28.3,41.3,4.05,10.8,4.48,1.85,43.19,2.86,75.82,41.36,124.07,43.08,6.89,56.48,17.8,2.04,63.34,4.39,53.33,4.01,1.0,27.01,92.58,39.93,0.0,1.0,2.37,0.0,1.0,11.94,8.27
2018,PARA,MUANA,3.4,1.14,0.76,0.57,1506,1152.96,Q3,54.68,54.64,361,67.49,51.1,45.46,93.66,19.75,71.53,85.0,46.29,4.93,83.01,70.16,26.56,62.72,88.98,3.6,22.73,0.0,2.48,4.96,2.5,44.95,3.2,44.4,46.03,35.96,96.58,95.03,2.94,2.0,4.18,2.0,5.85,2.8,35.9,59.6,4.15,13.1,1.91,1.25,25.96,6.67,7.44,44.61,74.35,57.0,7.54,0.01,2.74,0.0,2.77,1.11,77.78,0.38,2.0,30.24,149.38,13.46,0.0,1.0,14.24,2.67,2.0,5.58,3.34
2018,PARA,NOVA ESPERANCA DO PIRIA,4.7,0.76,0.79,0.55,8327,6621.37,Q4,47.28,54.64,764,48.21,47.11,46.52,92.18,6.48,67.03,27.14,35.28,4.83,75.88,72.45,28.59,58.3,87.6,11.6,15.54,2.49,0.0,11.96,4.63,2.74,53.29,9.96,60.55,64.64,71.94,68.82,135.53,6.0,59.4,6.0,17.2,5.8,35.0,58.4,3.05,21.1,1.93,0.72,30.27,4.54,23.4,70.2,79.56,56.16,18.72,52.24,56.58,0.99,81.53,4.84,77.78,1.69,2.0,36.27,44.48,34.72,0.0,1.0,26.47,9.49,2.0,17.36,11.16
2018,PARA,NOVA IPIXUNA,1.8,0.94,0.69,0.63,1116,776.96,Q3,48.84,54.64,732,51.2,45.41,49.92,89.8,5.7,82.33,26.97,39.43,4.92,83.03,54.27,28.88,61.56,98.55,10.69,22.94,4.59,6.4,6.0,4.4,15.5,75.3,62.59,58.7,77.6,95.03,90.25,75.09,6.0,50.44,6.0,18.12,3.5,39.6,48.8,3.75,22.5,0.18,0.5,39.72,2.57,17.99,53.96,119.92,11.99,12.12,0.0,74.26,1.02,40.74,1.76,77.78,1.88,0.0,24.31,116.64,22.48,0.0,1.0,12.78,20.6,1.0,14.73,11.04
2018,PARA,NOVA TIMBOTEUA,1.9,1.22,0.71,0.75,448,321.68,Q2,54.56,54.64,370,65.77,47.6,50.32,91.33,44.71,77.82,49.23,51.01,9.76,75.37,54.25,25.31,70.1,100.0,5.87,24.84,0.0,6.57,6.77,3.62,79.55,54.01,19.48,74.47,77.67,70.7,86.48,26.21,5.0,17.46,4.0,15.31,4.2,30.4,51.9,3.85,11.6,11.13,2.25,51.04,2.63,39.05,84.62,136.69,32.55,6.51,0.0,77.81,0.36,15.93,0.26,66.67,1.97,5.0,27.33,8.86,34.16,0.0,1.0,0.0,0.0,1.0,9.17,5.42
2018,PARA,NOVO PROGRESSO,6.0,1.12,0.79,1.9,17321,13880.71,Q4,51.16,54.64,628,54.48,56.35,42.65,92.0,20.01,85.85,20.07,58.14,15.88,85.3,66.07,29.76,62.31,67.04,11.5,17.71,0.0,3.91,11.65,4.37,38.91,2.79,77.45,85.97,79.48,83.6,93.03,76.26,6.0,87.99,6.0,56.94,4.8,27.6,43.3,4.3,9.5,8.04,5.92,70.08,23.26,7.76,58.23,69.87,19.41,11.65,38.42,16.02,6.06,396.26,54.51,77.78,2.45,1.0,27.05,20.75,31.56,0.0,1.0,124.86,67.35,3.0,16.35,11.57
2018,PARA,NOVO REPARTIMENTO,2.6,0.84,0.63,0.84,19177,12201.27,Q4,48.75,54.64,736,50.05,49.42,46.79,91.66,14.61,68.34,25.6,41.23,8.59,87.42,60.43,22.89,67.85,89.93,6.47,17.57,0.8,5.27,10.54,4.36,10.64,22.91,3.98,52.18,51.51,81.28,81.15,60.98,6.0,51.97,6.0,25.82,5.9,39.1,50.5,3.8,14.9,4.03,0.82,33.72,19.54,17.12,26.34,84.3,27.66,3.95,16.3,51.66,5.28,139.55,8.02,61.54,1.51,4.0,31.63,5.0,14.78,0.0,1.0,5.89,2.94,2.0,9.36,6.42
2018,PARA,OBIDOS,2.6,0.79,0.68,1.26,11369,7896.29,Q4,55.08,54.64,325,61.25,57.35,46.62,91.06,28.88,67.83,57.25,51.46,6.58,82.53,88.83,23.02,67.99,87.71,7.77,13.74,1.96,1.92,23.02,3.71,31.29,5.36,31.91,40.17,62.64,88.07,72.02,27.34,5.0,9.61,3.0,14.1,2.6,29.6,55.7,4.2,12.1,2.14,2.08,44.13,3.36,19.18,53.7,134.26,28.77,1.92,74.63,6.85,2.15,65.78,10.58,61.54,1.6,4.0,28.85,32.74,24.24,0.0,1.0,25.43,16.14,2.0,11.47,7.57
2018,PARA,OEIRAS DO PARA,4.3,0.82,0.82,0.59,5697,4700.47,Q4,48.89,54.64,729,54.12,47.0,45.55,83.39,20.33,39.43,73.35,26.62,4.05,86.41,70.93,27.95,63.69,86.81,3.77,31.84,2.79,6.22,36.91,4.6,43.28,12.28,15.52,44.96,42.56,37.1,35.31,14.7,4.0,5.15,2.0,2.06,4.9,44.1,69.8,3.3,24.5,0.78,0.44,27.22,4.3,6.15,33.83,95.35,27.68,9.23,21.67,20.63,1.64,74.99,3.98,81.82,0.4,3.0,32.56,57.71,22.29,0.0,1.0,33.4,25.01,2.0,4.46,4.33
2018,PARA,ORIXIMINA,2.0,0.76,0.77,0.55,9290,7202.3,Q4,56.45,54.64,224,64.21,62.14,43.02,88.9,45.57,72.7,49.67,61.01,7.37,83.61,96.55,14.69,67.75,77.68,11.94,27.08,1.43,1.37,15.05,5.49,44.87,9.63,100.0,56.82,63.41,85.33,79.41,33.68,5.0,16.08,4.0,12.85,2.2,27.5,40.8,4.45,10.7,3.28,2.92,42.13,5.64,16.42,41.04,72.51,57.46,1.37,93.73,1.44,2.37,39.29,3.58,40.0,0.86,4.0,29.86,2.52,24.88,0.22,2.0,51.34,31.71,2.0,18.08,11.37
2018,PARA,OUREM,2.3,0.73,0.74,0.29,564,424.24,Q2,51.95,54.64,579,61.34,48.03,46.48,94.82,32.96,82.6,34.98,50.93,8.16,81.06,51.96,28.07,64.16,90.15,3.53,3.33,3.11,0.0,16.81,2.71,69.56,74.83,10.37,83.42,83.11,74.34,89.03,54.91,6.0,20.63,5.0,16.92,3.0,33.6,50.0,4.2,11.5,7.7,1.95,46.62,2.26,33.63,61.65,106.49,22.42,5.64,0.0,88.44,0.33,19.36,0.56,77.78,1.35,3.0,27.0,158.31,34.0,0.0,1.0,3.9,6.89,2.0,4.9,3.63
2018,PARA,OURILANDIA DO NORTE,1.8,0.9,0.92,0.32,4021,3723.71,Q4,58.26,54.64,131,65.68,60.33,48.77,88.71,50.36,85.69,37.96,56.26,9.74,83.44,91.9,28.32,69.65,89.34,7.76,26.67,2.29,3.05,12.18,5.64,75.72,79.66,73.69,79.06,86.51,83.84,90.98,36.68,5.0,39.95,5.0,34.83,4.7,30.5,36.9,4.25,8.2,1.36,2.97,55.73,13.43,24.37,36.55,79.19,48.73,3.05,84.65,12.27,1.47,45.94,2.17,76.92,1.7,5.0,29.19,14.14,28.0,0.0,1.0,11.1,7.18,2.0,12.47,6.95
2018,PARA,PACAJA,3.0,0.47,0.62,2.38,29966,18827.86,Q4,44.75,54.64,772,46.38,45.42,42.45,90.1,10.27,60.34,24.79,37.76,4.96,87.67,51.27,24.63,68.4,71.07,5.7,17.02,2.62,2.13,16.77,5.38,1.15,13.31,46.9,34.13,65.18,66.68,67.78,71.05,6.0,80.48,6.0,30.41,6.3,40.7,59.8,3.8,13.9,2.92,1.36,26.01,5.07,18.87,27.25,81.75,27.25,2.1,0.01,49.1,8.36,268.75,30.41,69.23,0.98,3.0,26.7,15.87,15.84,125.0,5.0,4.83,14.17,1.0,8.6,5.43
2018,PARA,PALESTINA DO PARA,3.0,1.4,0.63,1.29,267,171.27,Q1,52.35,54.64,558,58.9,49.19,48.95,93.78,36.42,77.56,27.85,48.15,12.1,83.89,52.64,24.71,64.59,98.98,7.51,10.31,10.31,0.0,0.0,2.77,79.41,26.56,69.05,52.17,86.63,86.07,79.01,82.05,6.0,39.51,5.0,57.05,2.6,33.0,52.1,3.25,18.0,10.77,0.83,39.52,25.0,26.35,26.35,131.77,13.18,13.18,0.0,82.64,0.6,40.1,1.97,66.67,1.58,2.0,25.77,109.37,24.74,0.0,1.0,8.97,0.0,1.0,10.43,7.72
2018,PARA,PARAGOMINAS,4.8,0.88,0.87,0.42,31634,27928.94,Q4,55.12,54.64,321,60.39,55.14,49.85,93.55,36.35,87.67,23.96,60.67,16.45,82.28,61.14,33.35,73.08,78.56,14.4,13.15,3.03,1.77,6.19,3.88,77.43,11.26,82.44,89.02,93.22,76.68,92.06,95.25,6.0,67.75,6.0,35.04,2.2,26.0,46.6,4.9,11.2,10.75,11.46,78.1,8.09,20.33,60.98,83.96,42.42,1.77,5.2,45.33,0.72,75.85,4.44,84.62,3.29,6.0,23.82,215.35,17.86,0.92,2.0,43.54,21.16,2.0,21.89,13.66
2018,PARA,PARAUAPEBAS,3.0,1.38,0.77,0.27,2776,2161.96,Q4,60.45,54.64,62,66.8,67.69,46.85,92.7,60.82,87.33,26.36,73.76,21.33,86.01,89.67,34.68,80.95,52.53,19.23,16.37,1.31,1.44,12.0,3.73,69.51,26.49,90.0,87.44,77.86,87.35,95.01,107.25,6.0,52.98,6.0,21.53,1.7,12.4,36.5,5.15,3.2,18.92,11.87,95.51,11.36,14.4,39.37,83.06,30.25,4.8,77.96,18.34,0.73,6.95,0.23,60.0,9.46,7.0,18.44,22.3,17.74,0.91,2.0,190.29,106.46,3.0,30.04,17.75
2018,PARA,PAU D'ARCO,2.6,0.77,0.84,0.59,1526,1297.76,Q3,48.26,54.64,748,50.13,43.83,50.83,80.3,14.69,80.95,24.58,35.45,9.7,69.8,60.37,28.39,58.97,100.0,15.95,17.24,0.0,18.0,54.71,6.78,66.89,10.87,60.48,61.82,83.87,85.01,87.35,21.46,5.0,103.03,6.0,66.23,9.9,37.0,59.9,3.35,13.0,1.05,1.39,56.43,16.01,36.48,91.19,91.19,72.95,18.0,11.78,55.96,0.18,87.2,9.9,66.67,3.96,0.0,31.03,80.6,15.52,0.0,1.0,0.0,0.0,1.0,24.15,15.17
2018,PARA,PEIXE-BOI,1.9,0.67,0.87,0.35,432,381.22,Q2,51.43,54.64,613,60.31,44.24,49.75,89.39,50.78,73.34,27.72,47.32,7.17,69.39,53.09,28.4,60.68,100.0,9.91,26.32,0.0,0.0,24.76,3.66,81.8,58.8,21.63,70.06,79.22,64.11,78.88,47.64,6.0,20.64,5.0,57.8,2.5,35.4,55.1,4.1,13.5,8.84,4.5,18.64,6.97,24.76,99.05,173.33,61.9,12.38,0.0,80.94,1.08,31.08,0.87,66.67,3.96,3.0,31.58,31.99,57.02,0.0,1.0,0.0,0.0,1.0,13.74,10.18
2018,PARA,PICARRA,4.2,0.6,0.82,0.5,1084,902.24,Q3,49.03,54.64,725,51.85,47.72,47.52,85.08,5.42,80.74,36.17,50.7,5.5,84.08,50.6,27.04,58.2,100.0,4.83,32.97,0.0,7.7,23.11,6.17,9.86,5.4,17.89,46.86,79.77,94.88,90.95,55.95,6.0,38.51,5.0,10.27,3.3,30.9,49.6,3.95,10.8,2.58,1.69,28.04,6.8,23.11,23.11,146.37,15.41,11.55,0.0,87.7,0.31,100.79,3.16,77.78,0.69,0.0,28.02,7.68,46.7,0.0,1.0,0.0,0.0,1.0,6.65,4.99
2018,PARA,PLACAS,2.8,0.55,0.65,0.82,15844,10449.24,Q4,48.12,54.64,749,56.66,52.66,35.05,93.82,4.94,78.64,49.23,54.04,2.05,91.71,62.84,18.67,61.35,56.42,3.77,6.87,3.34,0.0,6.46,5.7,4.66,15.0,13.46,39.03,89.86,90.29,84.78,24.2,5.0,12.01,4.0,15.33,0.4,35.1,42.0,3.85,15.7,0.08,0.56,17.04,0.19,3.23,22.59,51.64,22.59,3.23,20.59,30.39,11.21,197.84,15.35,54.55,0.3,1.0,24.74,302.57,16.84,23.81,5.0,51.11,18.17,2.0,5.21,3.89
2018,PARA,PONTA DE PEDRAS,3.2,1.04,0.78,0.75,1512,1188.72,Q3,56.19,54.64,236,67.13,52.69,48.75,85.15,35.62,74.6,73.14,49.56,5.06,85.98,70.17,24.69,65.04,100.0,5.27,31.61,4.54,3.27,25.74,4.88,55.2,31.48,30.69,44.53,61.17,96.5,85.68,15.52,4.0,3.25,2.0,3.25,4.8,30.7,46.7,3.75,12.5,2.07,1.46,33.3,2.55,19.3,41.82,48.26,38.61,3.48,0.0,2.17,0.0,6.88,1.54,72.73,0.26,4.0,31.9,92.34,27.3,0.0,1.0,0.0,0.0,1.0,7.41,5.36
2018,PARA,PORTEL,3.2,0.56,0.73,1.58,33498,24950.28,Q4,47.3,54.64,763,48.56,44.15,49.2,93.89,16.78,46.15,37.41,22.33,5.13,89.34,59.81,20.36,66.46,99.86,10.13,16.79,4.03,1.61,4.84,2.15,16.47,26.6,2.93,39.07,41.8,55.6,45.9,63.28,6.0,24.38,5.0,3.26,10.9,50.2,56.2,3.25,21.1,4.41,0.61,26.66,4.67,4.84,32.24,48.35,37.07,1.61,7.44,8.2,21.83,195.97,23.3,60.0,0.21,4.0,33.24,37.44,14.71,0.0,1.0,1.24,0.0,1.0,15.05,9.81
2018,PARA,PORTO DE MOZ,2.6,0.72,0.85,0.9,12288,10535.18,Q4,53.45,54.64,462,59.53,53.55,47.29,90.19,27.72,60.59,59.61,29.43,5.52,90.66,88.57,25.99,56.82,99.79,6.55,21.4,2.37,4.94,9.72,4.94,53.74,27.67,49.68,46.82,56.28,69.52,65.14,27.65,5.0,9.0,3.0,0.82,7.5,53.5,67.1,3.45,12.0,2.94,0.91,32.42,5.18,14.59,12.16,53.48,29.17,2.47,73.98,6.56,5.04,38.52,7.34,76.92,0.2,1.0,35.52,122.73,24.11,0.0,1.0,1.84,6.51,1.0,11.88,5.05
2018,PARA,PRAINHA,5.6,0.38,0.91,0.46,19091,17557.71,Q4,53.27,54.64,476,62.59,49.25,47.97,92.41,25.58,74.62,57.77,36.28,4.5,87.72,68.49,21.72,63.02,98.66,8.5,20.59,1.29,0.0,6.7,4.74,51.23,24.99,26.66,23.41,69.31,97.39,91.99,30.47,5.0,7.81,3.0,11.15,8.6,36.3,61.1,3.5,12.5,3.64,1.12,27.46,1.1,10.04,46.88,56.92,20.09,6.69,20.02,12.87,8.82,135.24,9.9,63.64,0.3,2.0,31.92,5.38,20.21,0.0,1.0,11.84,8.75,1.0,12.69,8.19
2018,PARA,PRIMAVERA,2.5,0.65,0.83,0.69,187,156.97,Q1,54.1,54.64,406,67.36,44.32,50.62,88.6,58.75,72.88,49.21,46.29,10.8,65.43,54.78,34.56,58.74,99.28,9.9,23.39,5.18,9.27,9.24,4.04,70.82,0.68,63.98,64.21,77.81,70.14,76.9,33.79,5.0,15.42,4.0,15.42,2.8,32.3,62.0,3.95,14.0,7.98,5.11,54.41,6.2,18.48,120.09,166.28,92.38,9.46,0.0,69.41,0.34,89.58,1.02,88.89,3.15,2.0,35.09,96.74,30.41,0.0,1.0,6.37,0.0,1.0,16.14,8.73
2018,PARA,QUATIPURU,2.6,0.53,0.92,1.28,110,102.2,Q1,53.27,54.64,477,66.93,47.35,45.52,90.29,39.99,76.48,60.95,37.14,5.09,82.35,64.81,28.72,56.8,90.01,6.56,17.75,0.0,0.0,32.07,3.01,36.67,18.04,37.37,73.25,83.44,74.9,74.25,44.78,6.0,2.47,2.0,2.47,4.9,38.7,59.7,3.05,21.3,1.87,1.65,30.47,4.32,14.7,58.79,88.18,51.44,0.0,0.65,26.96,1.86,2.13,0.52,77.78,1.78,4.0,31.95,379.63,63.91,0.0,1.0,5.15,28.11,2.0,8.99,6.8
2018,PARA,REDENCAO,2.8,0.77,0.88,0.52,1674,1494.94,Q3,53.36,54.64,468,54.61,54.04,51.42,90.4,19.83,93.01,15.22,63.6,21.44,74.86,56.26,30.59,73.11,89.67,12.29,20.08,0.57,2.36,17.69,4.75,42.83,1.35,44.53,91.77,93.47,88.65,97.31,82.29,6.0,62.82,6.0,84.26,2.6,20.3,42.3,4.35,5.9,26.34,8.48,95.97,6.27,31.84,53.07,163.94,67.23,3.54,0.37,69.38,0.04,11.53,0.48,73.33,3.94,5.0,24.84,9.48,20.2,0.0,1.0,8.14,10.85,2.0,18.88,11.53
2018,PARA,RIO MARIA,2.9,0.83,0.88,0.48,2560,2286.7,Q4,52.93,54.64,510,55.76,51.87,51.17,84.98,18.9,85.06,34.08,63.14,18.82,73.76,51.74,32.2,60.57,99.14,12.77,18.32,6.49,5.5,32.98,5.54,38.87,1.02,39.94,73.91,86.72,85.33,90.71,55.02,6.0,23.82,5.0,21.99,2.7,22.2,40.8,4.4,6.4,20.0,4.25,81.14,17.51,49.47,54.97,115.43,60.46,10.99,0.0,82.35,0.54,91.47,3.85,72.73,5.11,2.0,29.3,27.11,52.38,0.0,1.0,7.6,0.0,1.0,17.57,13.22
2018,PARA,RONDON DO PARA,2.7,0.88,0.62,0.76,12088,7640.38,Q4,52.73,54.64,525,59.55,49.23,49.42,92.59,37.01,81.84,26.77,54.16,10.44,77.67,54.65,22.85,66.95,99.54,8.34,13.16,1.64,3.82,7.64,5.03,82.26,1.97,74.12,78.25,91.14,64.07,92.41,62.95,6.0,52.56,6.0,19.23,3.3,31.2,41.1,4.15,14.7,9.51,3.63,47.66,8.36,30.56,40.11,168.08,57.3,1.91,0.05,67.34,1.16,76.26,7.24,61.54,1.48,3.0,27.63,13.38,24.18,0.0,1.0,4.1,0.0,1.0,11.33,8.72
2018,PARA,RUROPOLIS,2.4,0.89,0.61,1.15,7039,4394.19,Q4,50.04,54.64,691,57.72,54.19,38.2,90.67,18.28,71.74,50.17,51.26,4.74,91.03,69.73,24.34,62.7,59.75,6.03,24.33,2.61,4.12,1.98,5.44,38.43,14.69,86.65,56.1,81.72,59.4,84.72,21.4,5.0,12.77,4.0,10.05,4.0,35.6,54.2,4.45,9.6,2.27,1.0,19.23,9.4,19.8,13.86,47.52,19.8,3.23,26.24,28.56,5.07,54.57,6.36,69.23,0.79,2.0,28.71,179.77,17.76,34.48,5.0,21.77,18.83,2.0,8.31,6.23
2018,PARA,SALINOPOLIS,3.1,0.88,0.8,1.13,79,63.99,Q1,57.4,54.64,167,66.97,52.59,52.64,90.98,58.82,81.82,36.24,52.26,14.79,76.78,66.54,30.24,70.32,99.81,10.21,11.53,6.59,2.46,14.75,4.03,74.71,4.93,89.21,82.49,72.45,86.87,84.59,74.93,6.0,31.27,5.0,9.87,3.4,26.1,56.6,3.75,10.6,6.96,4.85,89.26,9.71,31.96,71.3,122.93,49.17,4.12,0.75,15.94,4.07,1.59,0.02,69.23,4.6,5.0,27.84,57.45,23.56,0.0,1.0,1.69,0.0,1.0,16.73,8.95
2018,PARA,SALVATERRA,4.1,0.74,0.79,1.19,767,609.77,Q2,53.9,54.64,426,61.25,49.7,50.75,88.07,45.53,63.47,47.93,46.51,10.58,74.47,67.24,28.98,67.03,100.0,7.02,23.81,2.65,5.89,21.05,4.1,85.49,42.28,30.5,35.1,42.54,85.29,79.67,30.39,5.0,15.56,4.0,22.63,4.6,31.6,55.0,3.95,14.9,3.3,2.7,45.7,21.34,37.89,71.57,143.15,50.52,6.4,0.01,13.42,2.24,4.44,1.2,72.73,3.03,4.0,28.31,94.77,27.78,0.0,1.0,0.0,0.0,1.0,10.35,6.84
